Source,Destination,Distance,Fuel Consumption,Cost
DSM,RNO,2040,10111.64,41361.6
OKC,PVD,3082,16654.78,63275.36
EWR,DTW,2053,9275.23,38905.05
ALB,CVG,2002,10302.45,44234.88
DAL,MDW,1148,6159.64,26976.74
TUS,ABQ,3081,14038.16,54328.13
LAX,PIT,326,1751.96,6377.21
DTW,DAL,912,4912.0,21039.96
SDF,DCA,2135,11481.29,43405.99
JFK,BNA,832,4479.41,17919.15
DEN,PDX,1536,7446.13,31062.22
OKC,SFO,1073,5371.37,21030.39
SFO,FLL,1245,5622.21,21692.09
ORD,BUF,1940,9108.75,39281.99
DEN,CHS,2777,14280.54,56137.62
DSM,SAT,323,1580.3,6281.66
IND,SJC,685,3297.5,14091.97
ROC,SLC,1991,10289.38,37425.32
SFO,OGG,2055,9978.86,38426.47
DSM,ONT,816,4024.19,17116.42
SJU,JAX,1609,7914.05,31022.48
PSP,CHS,2104,10496.84,39870.24
SMF,TPA,3405,16070.76,69830.5
TUS,MDW,2567,13281.4,48443.18
HNL,PDX,2091,10881.22,40233.22
MCI,SYR,2198,10061.81,41157.96
TUL,CHS,2606,14074.12,55630.62
CLT,OKC,980,5054.56,18824.61
RNO,PDX,1614,7471.23,28417.1
PHX,EWR,2009,10831.36,39416.41
OGG,JAX,3263,15485.79,62417.16
STL,SYR,1750,8457.59,35840.06
DSM,GRR,533,2422.76,10579.56
PHL,OKC,2601,13519.77,57790.93
MIA,BOI,2988,15824.36,65543.18
RIC,MCO,1107,5738.23,24009.73
ATL,ORD,564,3023.68,12040.81
OKC,SYR,752,3871.92,14055.91
GSO,BOI,2447,12450.38,47388.12
LAS,LIH,1864,9212.66,37217.7
MSP,MHT,2774,15019.17,56929.93
LGA,PHL,2269,10361.44,41477.7
MCI,LAX,2948,16039.93,63820.81
TUS,ALB,2852,14152.14,57646.51
ORF,BUR,3008,15034.63,60857.37
DCA,CLT,2696,14108.33,62004.73
ABQ,PSP,999,4506.47,16931.82
BUR,RIC,1271,5945.9,25184.96
CVG,MCO,561,2832.42,11281.64
BOS,ATL,2367,12801.52,51376.17
STL,PBI,340,1534.06,5683.7
BOI,HNL,1850,8348.31,33554.03
IAD,PHX,2958,14726.51,53913.41
OAK,SFO,1021,5527.85,22066.65
GSO,LAX,2048,11023.55,43539.72
SLC,CLT,3259,16097.58,61720.82
DCA,SEA,338,1716.28,6515.83
MHT,CLE,1353,7100.35,26347.81
ROC,MCI,805,3709.61,13872.99
JAX,MHT,2782,13995.09,59182.66
MSY,PIT,2315,11457.04,45566.77
BOI,SJC,2190,10027.83,43373.81
CLE,SEA,2533,11633.24,47849.09
SJC,RNO,1693,8945.16,38043.91
CHS,OAK,2312,11162.73,48586.42
DSM,SDF,3116,15469.08,59822.34
PHX,JAX,2136,10817.44,39333.88
PDX,CLE,369,1804.31,7865.79
SFO,MSY,743,3696.72,14745.25
ATL,MIA,887,4849.62,20604.17
BDL,LAX,2783,12702.36,49883.04
SMF,MCO,2899,14151.1,57488.72
IND,SYR,1798,9793.99,41212.97
SJU,MSP,3405,15402.46,57315.04
CLT,ANC,604,3054.95,12023.02
ALB,SMF,898,4043.43,16000.96
SMF,SAN,3249,15294.01,56993.3
OKC,JFK,1227,6358.72,26272.3
IND,SNA,2045,10266.19,41761.1
FLL,RNO,2628,13320.17,57325.57
PSP,SAN,1738,9557.25,37748.87
HOU,OAK,3172,16607.53,61252.92
CLT,GRR,860,3893.88,14239.75
SJU,SLC,621,2859.7,12337.04
ONT,MCO,2093,10820.67,45168.6
OKC,BUF,783,3647.91,13980.37
CHS,DSM,1132,5121.08,20754.74
OMA,BWI,608,3055.84,12517.46
SEA,JFK,3230,14958.75,57844.37
TPA,MDW,1976,9028.85,33366.38
RIC,BNA,2862,14318.39,52450.98
PBI,SLC,1041,4809.86,20842.89
PIT,SLC,2036,10193.47,38638.03
PSP,MCO,748,3543.58,15449.74
SAT,SMF,1751,8748.6,33336.73
GSO,DEN,1386,7133.22,30163.66
ATL,DCA,491,2678.88,9967.96
LAX,OMA,1062,4828.02,18228.28
OKC,MSP,1286,6864.07,26646.97
PBI,ABQ,2169,9887.59,37128.82
MCO,PHX,312,1675.27,6903.76
MCI,SNA,1569,7911.54,33188.3
PVD,GSO,2714,13542.11,59033.4
SDF,ORF,1903,8932.84,33286.2
OGG,BUR,621,2986.34,11645.61
MKE,IAD,3455,15938.9,63832.97
PIT,JFK,3330,17248.31,65615.08
ORD,DEN,2119,11267.04,44965.47
ORD,BWI,1328,6602.53,26582.94
MHT,OAK,1680,9149.96,37699.14
ABQ,MCO,1445,7677.47,29529.15
SEA,IAH,644,3227.71,12930.15
LAS,SLC,1762,7982.62,33004.44
SJC,MCI,2322,11841.19,49873.22
MCO,RIC,537,2930.14,11585.76
ALB,LAS,2592,12213.5,45038.3
MCI,IAD,2240,10497.52,46123.88
ONT,EWR,1680,8006.91,29548.11
OMA,MCO,2417,12032.1,48887.35
ORD,CVG,3488,15908.17,68598.35
IAH,RIC,3370,16535.45,66159.72
BNA,PHX,309,1493.7,5540.91
PHL,ABQ,2811,12882.11,48741.72
GRR,MSY,420,2100.26,8510.2
OKC,ROC,1036,4833.7,17481.05
SDF,PHX,3049,16460.34,62476.99
CHS,JFK,1219,5593.74,22489.88
PHL,TPA,2189,10926.88,42842.93
MCO,MHT,531,2825.65,10541.16
GRR,CLT,3307,15818.37,58771.3
ABQ,TUL,2515,12644.57,51906.79
PHL,PHX,3480,16769.58,65348.74
PHX,SNA,1408,6593.1,29004.42
RNO,DAL,1765,8918.36,32323.68
RIC,FLL,2908,13964.73,51065.99
SAN,LAS,2243,10598.52,39816.21
BUF,SDF,3379,17364.53,70796.91
AUS,CHS,895,4514.23,17113.72
SAN,TUL,1241,6103.76,25604.93
JFK,TUL,2532,13847.17,60916.51
TUS,IAH,3314,17549.86,67134.24
PDX,LIH,3096,16347.89,68563.03
PHX,OKC,2327,12639.94,45706.05
LGA,BOI,2236,10918.58,42075.15
PVD,PDX,2788,15252.61,66024.82
ONT,MCO,1242,6185.27,23195.28
BUF,ATL,2773,14744.58,64801.66
CLT,JAX,514,2362.84,9527.36
PHL,ROC,1608,8426.86,35539.75
OMA,OGG,932,4650.76,19956.98
SLC,GSO,303,1464.58,5524.27
HOU,RIC,870,4628.74,17931.29
JFK,DEN,2728,13837.41,57954.17
MHT,ELP,3500,19066.43,78954.46
DSM,OAK,3359,18131.54,66776.0
PVD,PIT,3068,15722.12,60452.13
DFW,DEN,1979,9521.73,40141.64
BUF,BOS,1220,5734.96,23983.69
DFW,ALB,645,3014.46,13151.05
BDL,MDW,2614,12981.66,48858.48
IAH,OGG,2732,13572.29,58608.16
AUS,OGG,2485,12932.32,55411.24
OKC,MCI,1633,8740.5,33566.83
MIA,SMF,2936,15051.0,54635.46
SYR,ALB,2382,12536.26,52643.49
DFW,ALB,1000,4915.0,18532.8
ELP,OGG,1900,8753.59,35982.71
BWI,OMA,967,4821.86,20502.8
BOS,DSM,575,3056.83,11405.58
TUL,BUR,3112,15394.77,60789.64
BDL,CHS,2693,12133.67,46570.98
BOS,FLL,1326,7069.19,26856.02
CLE,STL,3443,15784.32,59887.93
PSP,ATL,328,1596.38,6750.22
BUR,DFW,2333,11195.05,48012.36
DEN,ORD,1555,7211.73,26006.36
DSM,PVD,819,4116.76,15231.42
HNL,GSO,1307,7000.89,28210.29
DFW,ANC,1279,6525.78,28424.54
ROC,SNA,2566,12837.48,46519.28
BOS,CHS,2238,12156.03,44672.45
BUF,PDX,1227,6444.54,26921.15
BWI,OKC,2519,13825.53,57559.07
BOS,SMF,395,1802.37,6926.65
TUS,HNL,3138,14354.79,55645.35
ANC,MCI,3300,17787.05,78054.81
SMF,CHS,2236,10697.15,45748.42
GSO,PHL,1970,8887.55,35277.34
ANC,LAS,1484,7136.28,26641.36
BOS,ATL,463,2513.48,10198.93
EWR,DAL,1157,6047.45,25593.03
MSY,BWI,2818,13066.87,56672.05
PBI,HOU,748,3434.35,12933.74
SDF,LAS,341,1827.28,6709.23
OKC,OGG,2061,9948.93,40434.74
BWI,TPA,3079,15586.4,66987.14
LIH,EWR,3076,15146.51,64173.2
JFK,DCA,3400,17457.05,67342.19
GSO,ATL,2570,11640.09,48873.33
LIH,BUR,1926,9401.45,37823.66
DSM,ROC,2603,12307.28,52134.62
BDL,SAN,1318,6278.87,27542.95
SLC,OMA,332,1656.67,6891.36
RSW,SJU,1201,5595.04,23986.48
JAX,CLE,1121,5155.24,21793.38
MDW,MCI,793,3819.77,14683.15
SJU,LAS,1925,10046.58,40488.22
RNO,BWI,1086,5061.5,20104.22
DEN,LIH,2819,12979.42,51173.98
LGA,BNA,1978,10028.23,40896.68
RDU,DEN,551,2642.91,10597.63
TUS,JFK,452,2073.95,8166.07
CHS,LAX,2608,11913.1,50115.07
MKE,BUF,1736,9470.76,35441.51
SYR,DAL,2457,11292.74,47275.72
PHX,HNL,427,2008.75,8796.28
DTW,ORD,2992,15440.81,58914.06
RSW,BNA,1142,5412.05,20493.16
DTW,RNO,2183,11865.56,49773.87
LGA,SMF,629,3321.96,12847.27
DEN,TUL,850,4057.14,14805.99
OGG,SAT,1338,6125.4,22151.16
GRR,SLC,1488,6819.71,29906.89
HNL,DSM,769,4080.21,15991.51
STL,ATL,2276,10647.5,46830.9
DFW,RNO,776,3535.82,14374.73
ALB,JAX,3475,18754.95,76167.66
SNA,AUS,2783,14596.93,62914.01
ABQ,MKE,1809,9176.04,39143.64
ONT,MHT,2037,9416.1,40178.03
LGA,BWI,1045,4805.37,21017.0
TUL,JFK,453,2309.59,8444.14
MCO,IAH,515,2755.24,11409.4
MCO,FLL,1824,8383.27,33441.62
CHS,BOI,1970,9828.54,37914.07
SJC,IND,2405,12856.88,51256.34
LAS,DEN,1925,10166.62,38897.49
LAX,MCI,3054,16776.67,60673.65
ONT,ELP,851,3883.47,15861.86
SFO,RIC,3129,14504.77,52301.93
SAT,SJU,1603,8292.62,35545.36
BOS,OAK,2628,13582.67,53776.65
IND,LGA,2417,11016.32,44953.63
TUS,DSM,2272,11293.59,43745.24
RIC,RDU,2310,11796.3,50009.6
MKE,DCA,1461,7736.52,27919.47
OMA,DTW,1824,9765.82,41769.67
TUL,OMA,2590,12901.33,47790.18
PIT,EWR,890,4353.82,16642.04
BWI,CHS,3020,14553.57,54838.28
OKC,SMF,361,1857.42,7646.94
PIT,HNL,2276,12033.68,45908.51
DTW,MSP,3405,18545.87,67317.66
DFW,HOU,3421,17367.1,64638.14
IND,DFW,3177,16769.76,70466.56
DTW,JAX,1402,6841.03,26149.1
SYR,GRR,3414,18680.94,80233.14
MCO,MIA,417,1910.45,7550.88
CHS,OMA,3023,15568.91,62274.18
ABQ,PHL,699,3716.66,14429.63
LAS,SAT,370,1831.36,7161.6
MSP,BUR,1062,5445.63,22662.33
DSM,OAK,1525,7790.5,28916.82
BOI,LIH,410,2090.95,8201.44
JAX,BWI,1319,6949.84,26533.97
TUS,ONT,541,2542.81,9554.58
MDW,ORF,2858,15083.28,59999.84
BNA,STL,2316,12345.86,47582.6
PVD,PHX,3029,15540.21,68307.03
PVD,LGA,522,2606.75,11408.09
LAS,ORD,1924,10322.77,43236.91
CLE,DAL,832,4411.52,16511.15
AUS,HOU,3074,14785.95,57881.88
MCI,STL,558,2659.57,10842.99
OGG,BOI,708,3787.49,16089.09
TUS,ROC,1588,8333.82,36231.98
MHT,MKE,2373,12050.63,50242.09
TUS,BDL,2899,13257.0,57225.6
MCO,PVD,3025,15715.92,68641.98
DFW,AUS,2585,14108.61,59700.93
DTW,TPA,1820,9996.61,42888.24
ELP,RSW,515,2614.16,10062.87
PVD,ORF,307,1508.87,5499.69
ELP,MCO,1828,8825.79,36162.62
DEN,TUL,402,2068.35,8747.26
SYR,SMF,1623,8291.4,34283.21
LAS,LIH,1514,7587.22,27640.42
MDW,SEA,1020,4865.35,18197.13
DTW,OMA,680,3479.71,13396.15
MKE,TPA,3218,16351.07,67395.77
GSO,EWR,2009,10005.04,42172.54
SYR,RDU,2834,14542.92,54919.27
RDU,ANC,2201,10343.91,44007.07
BOI,PHX,710,3548.65,15328.57
OAK,SAT,3376,17360.07,66704.4
STL,PSP,2017,9551.83,38738.14
ANC,RNO,1387,7577.98,29863.87
SFO,ABQ,2126,10909.34,44812.03
IAH,DEN,2028,11097.23,45817.62
AUS,BOI,2048,9277.08,34523.55
AUS,BDL,3329,15774.3,65227.36
BDL,AUS,1291,6881.8,26709.42
STL,RSW,2417,12202.02,52126.55
SMF,JFK,853,4327.39,17425.49
CLE,OMA,1945,10017.28,37910.48
ORF,PSP,2585,12981.81,56732.19
MDW,HNL,2693,14607.7,58094.55
FLL,LIH,922,4597.22,16811.73
ALB,FLL,2089,10945.44,42339.84
SYR,EWR,1103,5406.61,20322.32
BOI,RDU,1688,8779.6,35772.62
DSM,FLL,2428,11345.42,42654.86
ELP,SMF,1741,9211.86,34256.46
MSP,LIH,1236,6223.28,23092.73
SFO,CLE,3329,16649.85,61563.76
SJC,LAX,2142,11699.75,49504.47
AUS,RSW,1880,8751.43,32759.23
PHX,SFO,1494,7710.15,30089.68
PBI,RDU,830,4156.81,16631.51
MSP,PSP,1228,6330.8,27055.78
AUS,SEA,2288,10559.38,44500.79
RDU,BNA,874,4716.82,19778.19
MCO,PIT,365,1949.78,7437.58
ALB,BUF,906,4095.47,17050.85
PDX,PVD,3279,17577.82,69105.11
PHX,RIC,1033,5454.16,23034.55
TPA,OGG,1828,9060.93,38500.5
ABQ,MCI,1653,8917.09,35003.27
CHS,SJU,3120,14265.0,59064.92
SEA,ELP,2690,14630.33,59917.85
SAN,TUL,1132,5254.47,21691.84
SAN,PHX,834,4581.22,20005.94
AUS,TUS,2924,14635.29,60911.93
TUL,MIA,3098,16153.25,64872.17
SAN,GRR,2457,12614.18,49638.7
MHT,DCA,2817,15023.04,59904.09
PBI,SFO,660,3112.47,13604.89
SDF,IND,3463,15768.69,62741.94
SEA,PVD,604,2779.2,11039.32
PIT,RIC,1661,7956.15,31187.23
SAN,BWI,1130,5312.63,20318.64
TUL,MCO,2696,14671.49,59289.5
MDW,MIA,2539,12425.89,49236.87
BNA,DSM,2983,15319.45,62946.51
PHL,PDX,906,4302.83,16318.66
ORF,GSO,1336,6293.35,23075.23
PHX,BNA,3108,16804.8,69400.98
IND,MHT,1144,5310.82,21945.24
SJC,SJU,3289,15231.7,62510.93
IAD,PSP,3112,14889.1,59457.96
PDX,MCO,1048,5097.05,21500.8
IND,SEA,1498,7984.32,33636.64
MKE,BOS,1653,8178.55,32562.62
MIA,STL,2927,14636.36,58480.95
CLE,PHL,2013,9948.0,42668.15
OGG,SFO,1277,6284.6,22723.02
HNL,SLC,408,2081.79,9115.53
RIC,TUS,2803,13635.61,54174.18
DCA,PSP,370,1713.8,6869.35
PVD,RNO,3338,17707.51,74531.43
PVD,LGA,2772,14553.43,63050.82
HOU,DCA,2860,13006.05,50218.39
SEA,BOI,1887,10085.39,38542.98
SYR,SAN,1381,7129.27,29558.87
CLT,AUS,929,5099.73,19447.34
IND,SFO,998,4799.24,20277.52
PIT,ORF,2188,11738.38,49045.82
OGG,TPA,2427,12264.78,49489.79
JFK,TUL,2267,11347.69,44390.45
DAL,ROC,2716,13240.27,52891.21
TUS,OKC,2110,10444.48,43126.51
OMA,OKC,1810,9107.07,40041.74
SFO,MCO,1422,6956.42,29321.86
ELP,JFK,2167,11096.52,40245.25
TUL,PVD,3062,16233.71,60927.3
ABQ,RDU,713,3803.36,15017.8
PHX,HNL,2831,14706.3,57564.74
PHX,RNO,994,5100.53,20565.82
ORF,EWR,3253,16692.74,71496.12
MSY,RSW,519,2410.4,9820.18
GSO,TUL,2533,13027.4,56837.02
MSY,CHS,1897,9397.72,39239.91
MSP,TUL,395,2083.48,8028.99
MKE,HNL,2509,12409.33,47522.7
RIC,AUS,672,3347.39,12505.38
BOS,ABQ,1811,9507.65,41621.31
TUL,RNO,1064,5434.35,19949.12
MSP,SDF,2921,14944.94,65729.29
MCI,EWR,3424,15766.98,56871.73
RSW,OMA,467,2252.94,8331.16
EWR,LGA,627,3345.51,12628.55
SAN,STL,3161,17328.52,63548.98
MSY,TUS,2419,12446.95,51194.9
BDL,MCO,2163,10789.85,39195.42
SNA,OAK,2665,14453.48,61047.0
RIC,MCO,1986,8989.13,32366.12
ROC,STL,1469,6961.29,30310.81
SFO,BDL,672,3629.95,15381.68
DAL,LAX,988,4823.85,20431.97
MSP,SMF,517,2832.9,10444.88
RIC,PBI,2200,9910.77,41294.39
OMA,EWR,2616,13679.35,52275.29
OGG,SJC,3214,14678.13,63534.76
IND,CLE,3331,18296.95,74692.16
CHS,MIA,2604,12322.19,46534.87
EWR,LGA,2054,10098.85,42398.28
LAX,ROC,2603,12932.61,55372.14
ELP,LAX,1169,5389.47,21320.73
CVG,CLE,1597,7308.52,26453.32
ORD,OGG,445,2336.56,9537.4
FLL,BDL,1152,6317.54,23679.12
BDL,OMA,1748,8962.5,38760.86
CLT,TPA,820,3997.4,16209.65
LAX,BUR,2253,12110.32,50215.91
BDL,HNL,2282,10281.75,42910.96
JAX,SFO,3074,16578.3,62425.68
SAN,DEN,913,4179.39,17382.01
OKC,PBI,3319,17577.3,63318.77
MCI,BOS,1910,8709.7,31655.78
DTW,PIT,2192,10852.46,45228.27
ABQ,SLC,825,4222.87,15786.41
RDU,ALB,1677,7578.38,27685.1
IAH,DEN,701,3627.51,15221.55
RSW,MSY,3426,17591.08,70039.63
MDW,OAK,3499,19236.95,71507.38
ALB,OGG,1737,9484.87,37206.54
IAD,SMF,1337,6733.0,26890.55
BDL,ORD,2597,12359.11,48299.76
ONT,ANC,3405,15654.07,62229.81
ORD,SMF,3076,16405.73,60023.68
PVD,LAX,3448,18330.54,76388.91
BOS,MCO,1037,5270.98,22009.04
ONT,ELP,680,3499.25,15013.29
SDF,SAN,1685,8736.63,33204.76
JFK,GSO,1696,8466.14,35943.31
AUS,OMA,936,4623.48,19797.3
BNA,IAH,3464,18731.46,79283.63
DAL,OAK,3300,17386.15,64532.38
JFK,PBI,2652,12690.5,49166.61
ATL,OKC,3289,14915.08,54374.51
ROC,SJU,944,4358.38,18325.12
SJC,HNL,2484,12487.17,49210.0
MCO,IAD,307,1519.52,6550.6
AUS,TUL,862,4264.74,15786.01
SMF,PHL,2114,10905.92,42938.85
PVD,SNA,392,1853.21,8087.57
CHS,EWR,3417,16046.31,69418.06
RDU,LAX,3217,17262.94,73861.21
LGA,EWR,702,3561.95,15417.88
BUF,TUL,1663,8718.66,34766.87
DFW,GSO,2385,10849.98,43910.61
RSW,PHL,1981,9652.7,39789.31
MIA,OGG,1551,8363.9,35761.47
MSY,BOS,444,2426.08,9673.06
LAX,BNA,742,4072.83,15110.61
PSP,TUS,2002,9009.51,33446.25
BUR,LAS,2038,10486.76,41570.1
PSP,MSP,1941,9951.83,41510.69
SLC,DTW,2766,13369.41,50645.04
LAX,MKE,2652,12110.79,51501.86
PHL,DEN,3266,14972.6,56022.94
BNA,DTW,1428,6727.77,25024.84
GRR,ANC,1092,5345.81,21193.57
PVD,RNO,3146,17142.75,66197.45
ABQ,ALB,1224,5538.72,22496.71
LAS,PIT,434,2375.77,8620.46
BDL,OGG,791,3648.47,15260.22
ELP,CHS,3475,17758.51,69729.83
ELP,IND,968,4696.21,18340.39
OGG,MDW,2497,12650.57,46512.2
PIT,IND,2581,12230.53,49702.72
DTW,ALB,2663,12814.01,53451.29
OGG,HNL,1401,7056.18,30981.01
STL,FLL,431,2187.01,7947.79
CHS,PDX,3179,15254.9,54946.54
RNO,OAK,647,2989.13,11099.71
SNA,ABQ,1608,7956.62,32774.49
OKC,PSP,2678,12336.55,45286.89
HOU,GSO,1072,5594.61,22882.26
OMA,SMF,580,3171.99,11581.75
RSW,ANC,1931,9689.58,40551.11
CLE,OAK,901,4173.3,15280.45
PBI,HOU,319,1468.71,5992.05
BWI,ROC,1284,6285.08,25480.16
RDU,RNO,493,2546.14,9521.45
SMF,HOU,1046,5249.45,22082.96
LIH,SAT,1344,6719.61,25339.12
PVD,FLL,1853,8947.67,38437.94
TUS,PSP,2122,10778.31,44782.77
SLC,RNO,3269,15019.83,65691.73
RIC,BOI,1253,6368.99,23260.52
IAH,GSO,2693,13274.44,57619.0
ONT,EWR,827,4472.78,17027.96
SYR,JAX,1669,7537.15,27857.98
BOI,ONT,3221,16937.05,73009.13
PIT,ELP,3148,16836.82,65910.4
SJC,OMA,1158,6242.31,25178.09
SYR,SMF,1493,6808.53,25726.55
AUS,ORF,1306,6135.38,24155.4
HNL,ATL,1569,8382.49,32344.03
ONT,ALB,1353,7251.23,31094.77
EWR,PHL,2691,14400.84,54939.1
BOI,LGA,1602,7381.72,29620.76
JAX,ONT,3368,17259.06,73876.78
LAX,MSP,837,4505.48,17728.19
IND,PSP,1407,7465.87,30527.0
SMF,HNL,769,3943.34,16081.4
ORD,ROC,1251,5737.18,21190.33
RDU,MKE,1070,5821.64,23763.21
PVD,PDX,2449,13340.92,49050.7
MIA,GSO,2198,11422.39,46904.57
BWI,SJU,1540,7704.08,30743.44
ELP,PSP,3471,16251.28,62106.49
PSP,PIT,1963,9577.77,38502.38
ATL,TUL,1032,5305.99,21531.81
BDL,AUS,1260,6757.44,27831.52
SFO,PSP,2014,9321.24,38983.69
IAD,TUS,1394,7520.12,30342.57
ORD,DSM,1856,9005.45,35012.79
CHS,SAT,2624,11832.65,51956.12
DAL,SJU,2058,9369.29,35619.01
ORF,SAT,1055,5354.05,19700.92
TPA,PSP,3300,17792.93,64280.19
LGA,SLC,3419,17869.68,72436.64
CHS,BWI,3152,17130.61,74843.26
SFO,DFW,1529,8391.56,36598.81
MIA,SYR,2045,11040.91,42186.3
MCI,SFO,447,2154.55,8872.0
LAS,CLE,686,3408.52,13549.63
SDF,HOU,1029,4938.32,21018.04
SYR,TPA,2850,12926.67,51278.52
SJC,ALB,1745,9362.42,34757.3
MKE,BOS,2604,13926.81,57393.93
BOS,PSP,1282,6197.41,24263.88
HOU,SJU,1019,4872.21,20859.12
RNO,LAS,2259,11618.66,46365.41
DCA,AUS,1255,5861.52,22943.1
MIA,HNL,2997,14751.05,54771.94
ALB,LIH,1987,9256.63,37864.86
STL,CLT,2078,10862.17,47250.25
MSP,DCA,1378,6812.21,27618.9
DFW,JAX,2497,11338.34,48734.8
DEN,CLT,3347,16784.82,73833.92
PHX,LAS,2790,13861.72,57255.92
ORF,CLT,468,2409.1,9282.68
CLT,OGG,747,3986.3,15753.49
GSO,LAX,1172,6359.16,27848.06
BOI,OMA,1617,8673.07,36309.67
GRR,MSP,577,3003.28,12489.43
SNA,BUR,2163,11455.71,47257.84
IND,BOS,869,4349.18,16152.68
MCO,SFO,3454,18582.85,70447.77
BOI,CLT,3119,16254.99,60547.28
CVG,AUS,2745,14808.68,61056.58
CHS,DAL,1391,7165.51,27953.41
SEA,MIA,3478,17374.0,74904.14
OMA,BUF,3142,14327.3,59258.51
BNA,OKC,3371,15785.2,61033.89
HNL,SAN,3500,17305.86,64985.32
ANC,TPA,2536,13204.81,52211.26
ROC,GRR,2795,14260.61,62454.62
DFW,SMF,883,4764.49,20805.65
CHS,RDU,879,4694.54,16942.35
EWR,MKE,2517,11340.95,44453.16
TPA,BUF,3227,15095.04,57029.79
SJU,ROC,2801,14076.86,59873.03
ALB,JAX,1162,5478.35,21354.94
ATL,PSP,1589,8727.63,36577.7
ROC,MHT,1048,5212.57,20450.34
DEN,OAK,1830,8569.18,31305.53
ROC,SJC,2954,13678.07,49798.94
SJU,HOU,2455,13097.45,49958.9
DTW,DEN,2289,11211.04,47010.16
SEA,SJU,792,3896.64,17142.38
RSW,MDW,563,3003.98,11649.85
MSY,BNA,2708,14871.98,61758.9
ORD,SNA,892,4252.56,16424.25
SLC,MSY,2070,9548.66,41585.89
SJC,PDX,1234,6485.8,27993.62
ATL,CHS,3049,15275.52,55866.28
SFO,CLE,1661,8286.3,30463.58
RNO,MSY,1207,6238.46,24970.64
PHX,MCO,2225,11274.73,45758.88
SDF,DFW,310,1667.28,6500.14
SJU,HOU,1506,7938.19,29054.11
PIT,BUR,2073,10166.2,42347.31
ONT,ATL,1134,5176.65,19519.45
FLL,OAK,1832,8372.39,34258.18
MKE,SLC,1265,5717.1,24169.64
BNA,BOI,2155,9848.62,42081.8
ABQ,RSW,2936,15141.56,65971.86
CHS,MDW,1958,9846.2,36445.24
IAD,BDL,2705,13282.57,56736.01
IAD,SNA,2593,13195.02,51027.05
MCI,OGG,3038,13813.78,58174.88
ABQ,ORF,1695,9183.61,35889.98
OKC,PSP,3120,14497.67,61651.74
DAL,DFW,519,2779.72,10085.92
PIT,SNA,630,2848.62,11494.27
RSW,LAX,1816,9796.4,42759.11
OMA,MSP,2592,13333.63,54687.84
EWR,SAN,2534,11590.08,44761.9
SAT,OMA,2162,10379.1,39730.05
PIT,SFO,2089,10866.97,46106.41
CVG,DTW,1485,7605.18,29925.68
PBI,ANC,1217,6614.44,28213.9
RNO,SAN,1900,8576.19,35721.14
MKE,SYR,2196,11924.94,51215.17
OAK,ALB,2440,12307.23,50831.46
MCI,OGG,2169,11543.24,45375.3
MSY,PIT,2774,13768.75,52395.39
MSP,CLT,1145,5739.22,21751.25
CLT,DAL,3185,16236.43,66529.92
SAT,FLL,1293,6201.78,25866.26
OGG,SAT,1397,6679.0,25657.9
DCA,OAK,2555,12326.74,52546.08
BNA,MSY,2254,10991.32,41341.93
ELP,CHS,973,4470.42,17430.17
ABQ,CVG,2672,13828.25,51961.15
RDU,TPA,1459,7843.84,29316.24
STL,PHX,1826,8450.09,31252.67
BUR,TPA,2276,10379.47,42368.16
PBI,JAX,1825,8234.0,35490.0
TUS,MKE,1245,5650.79,23863.11
PIT,GRR,409,1993.92,7995.45
STL,PVD,749,3494.09,13882.63
PIT,LIH,2036,9662.64,41915.41
STL,RSW,1204,5442.67,20565.63
IAH,TUL,2708,14760.59,61218.67
SYR,BOI,3057,16152.59,66254.8
SYR,RSW,3440,18306.79,74726.14
LIH,SEA,703,3627.72,14101.99
DSM,EWR,2606,13104.32,51687.28
DSM,OGG,1384,6830.26,26253.54
MSP,SMF,1115,5969.09,23455.04
SYR,BUR,1904,9553.29,40184.53
AUS,ALB,2825,13145.73,47792.67
MDW,SNA,844,4250.54,17292.1
SFO,DSM,2495,13707.77,52297.14
ANC,LAX,3150,17070.34,62298.82
DTW,ROC,1117,5445.75,23246.62
SDF,MSP,1817,8660.6,32890.51
DAL,FLL,1308,6477.03,28067.38
JFK,PSP,1745,9073.99,39393.36
CHS,SAT,1471,7647.57,27589.86
BDL,GRR,2989,14089.96,50904.61
BUF,PVD,2271,12238.19,45001.22
BUF,STL,2666,13897.23,53332.52
DEN,GRR,3351,17578.02,74824.51
RDU,OMA,2437,12702.93,55219.98
BOS,DFW,906,4215.7,15292.44
OKC,BWI,2686,12733.34,54068.99
MSY,MKE,1358,6117.06,24415.37
ABQ,AUS,3017,15937.51,62254.68
LGA,JAX,482,2551.13,9215.71
PSP,MSP,871,4236.05,15306.59
DAL,IAH,1554,7814.23,29534.26
SFO,MSY,919,5025.32,21387.72
FLL,SDF,338,1610.9,6313.09
STL,JFK,2083,9377.56,37402.81
ELP,OAK,397,2006.99,8753.26
TPA,DEN,1200,6081.03,22255.13
MCO,BOI,2138,10665.57,38915.19
ORF,RNO,3283,17870.91,73863.9
OGG,SAN,2889,14382.69,56717.6
ALB,PBI,3454,18176.83,68647.21
ABQ,SYR,1359,7357.94,26953.85
DAL,CHS,2323,11053.96,42696.99
MCI,IAH,2054,9591.14,37148.66
SLC,OMA,975,5199.21,19718.86
ORF,OKC,458,2118.27,8185.0
FLL,DTW,2309,10779.95,45772.85
CLT,OAK,2058,9815.32,42111.86
